modality,query,answer,pdf,page
text,What is the average annual temperature at the upper Saint John River basin?,approximately 40° Fahrenheit,1375277,18
text,What is the total drainage area of the St. John River Basin?,"21, 600  square m i l e s",1375277,17
text,"What was the production percentage share of the largest producer (EU) in the biodiesel market, for the year 2009-2011?",48.9%,1022031,22
text,What do the Welthungerhilfe and Global Hunger Index study believe is the cause for the 2011 price increase and increasing volatility?,Biofuels,1022031,9
text,How many undernourished people were identified in the world from between 2010 and 2012?,868 million,1022031,31
text,"What is the first cross-country pipeline that delivers natural gas to several power and fertilizer plants across the states of Gujarat, Madhya Pradesh, Rajasthan, and Uttar Pradesh?",Hazira-Vijaipur-Jagdishur Nat- ural Gas Pipeline Project,1024757,2
text,How much was the global liquefied natural gas trade between regions in 2020?,356.1 million tonnes,1024757,10
text,"As of 2020, what was the total number of natural gas vehicles manufactured globally?",29.5 million units,1024757,15
text,What was the cost per head for attending the Community Lunch at Seaford Christian Churches in 2021?,$15,1209612,1
text,Which days of the year are the only ones when Mass is not celebrated?,Good Friday and Easter Saturday,1209612,3
text,"In 2021, when were parishioners invited to the Community Lunch at the Seaford Christian Churches?","12.00noon on Wednesday, 14  April",1209612,1
text,Does Admiral Markets UK Ltd provide investment advice?,We do not provide investment advice and we provide execution only services.,1319927,35
text,What is the maturity date of contracts for differences?,no set maturity date. (This can be subject to  change depending on the terms of the underlying asset class and or product).,1319927,32
text,Which type of trading contracts may differ from trading on other electronic trading systems as well as from trading in a conventional or open market?,Electronic trading Trading in OTC contracts through the Online Facility,1319927,34
text,What was the precision rate seen by the time signals of HBG for a distance of 1000km?,0.1 ms,1014077,3
text,What is the NPM's short-term VLF frequency measurement precision range?,precisions  ranging from  2.5  x  10-  '  '  (24-hour observing time)  to  3.1  x  (8-day observing time),1014077,3
text,What particular type of measurements  was used by the system proposed by NBS [IO] in 1959 to distribute more accurate time and frequency at HF?,round-trip,1014077,7
text,"Who opposed to approve the consent agenda in the Humble City council meeting, held on June 28, 2018? ",none (0) opposed,1113772,7
text,What was the rate of decline in heroin initiation in the United States in 2018?,57% decline,1334401,18
text,What was the decrease in opioid use disorder from 2018 to 2019?,2.0M to 1.6M,1334401,18
text,How many individuals are surveyed annually by National Survey on Drug Use and Health?,"67,500 persons",1334401,1
text,How much revenue was collected through taxes for year 2014 in Peters Township?,"$12,410,267",1379508,28
text,"What was the Peters Township's net position increase, registered by the end of year 2014? ","$1,879,195",1379508,23
text,Who was the certified auditor in charge of PricewaterhouseCoopers in the year 2021?,Elīza Gulbe,1096626,26
text,What is the responsibility of the people charged with governance?,for overseeing the Company’s financial reporting  process,1096626,25
text,How many members are working for World Vision International?,"40,000 staﬀ members",1154736,4
text,What has come of the collaboration between World Vision and Irish Aid in 2017?,"support and empower refugees who are the vic,ms of the world’s most devasta,ng humanitarian crises",1154736,2
text,What year was The Australasian Gaming Council (AGC) established?,2000,1178795,1
text,How much did Crown Melbourne contribute for Australian GDP in 2015?,$3.1 billion,1178795,15
text,"How many Australian adults, as reported by the AGC in 2021, play EGMs? ",3.1 million,1178795,6
text,"As of the 14th of April 2021, how many patients enrolled for chronic polytherapy?","32,962",1301765,0
text,What are some examples of community-based healthcare providers?,"LHUs, LHDs, GPs",1301765,2
text,"In chronic polytherapy, what is the relative risk decrease of reducing admissions?",77%,1301765,1
text,"In FY 2019, what was the Georgia's per capita state funding?",$3.26,1303168,5
text,"By the end of fiscal year 2019, what percentage of public library systems in Georgia were above the state average of 1.86 items per capita?",60%,1303168,35
text,What place does Georgia hold in terms of state funding per person for public libraries in FY2018?,10th,1303168,5
text,What was the population of Bangladesh in 2007?,135.43 million,1178516,2
text,"By the end of 2007, what percentage of Bangladeshi population was living in rural areas? ",74 percent,1178516,2
text,What is the maximum sentence for someone found guilty of animal cruelty in Singapore under the Animals and Birds Act?,18 months,1075664,11
text,"How many cases involving animal cruelty were reported by animal welfare organizations in Singapore, in 2016?",831,1075664,0
text,how many consumers were impacted by the court case with FirstEnergy?,two million,1031852,4
text,"What is the nameplate generating capacity of IKEC’s Clifty Creek Plant at Madison, Indiana?","1,303,560 kilowatts",1031852,14
text,What are the nine members of the Washington Student Achievement Council that the Washington Legislature appointed in 2012?,"The Council consists of nine members:  five citizens, including one college student, and four members  representing the Superintendent of Public Instruction, the State Board of Community and Technical  Colleges, the Council of Presidents of the public four-year institutions, and the Independent Colleges  of Washington.",1183777,1
text,"Compared to 1986, what was the growth percentage of the Hispanic high-school age population by the end of 2010?",492%,1183777,3
text,"How has the enrollment of full-time equivalent students in Washington's community and technical colleges changed over time, particularly with respect to e-Learning?","Washington’s community and technical college  fall quarter online enrollment grew from 373 FTE students in 1998 to 20,025 FTE students in 2011,  and e-Learning now accounts for 31,684 FTE students in the CTC system.    The availability of e-Learning to provide education to people who live in  remote areas, distant from a college, and to working adults also is widely  recognized.",1183777,11
text,"According to the 2021/22 forecast, from the National Agricultural Statistics Service (NASS), how much amount of corn production was collected? ",175 million bushels,1323986,0
text,"With its unaltered export prediction for 2020–2021 at an all-time high, the United States will account for about what percentage of the world’s corn trade?",40 percent,1323986,0
text,How many bushels of corn are estimated to be exported from the U.S. in the year 2020-21?,"2,850 million bushels",1323986,4
text,What services are covered under the FUNCTIONAL PLAN 2020–2040 of the REDMOND POLICE DEPARTMENT for traditional law enforcement? ,"•	Patrol Response - the ability to quickly  and effectively respond to emergency  calls for service  •	Traffic Safety - enforcement, education,  and traffic engineering  •	Investigations – of criminal matters  •	Communications – receiving and  dispatching information  •	Records Management",1180635,6
text,What is the actual average risk of breast cancer in women?,13%,1179117,8
text,"Who approved the research ""Simple Messages Help Set the Record Straight about Scientific Agreement on Human-Caused Climate Change: The Results of Two Experiments"" ? ",reviewed and approved by the Institutional Research Board,1179117,3
text,"n 2013, what percentage of American adults believed that ""most scientists think global warming is happening""?",42%,1179117,1
text,How many countries have signed the Paris Climate Agreement?,197 countries,1204831,9
text,Why does the cost of electricity have such a large impact on economic activity?,Electricity is a core input to industry productivity  and household consumption,1204831,13
text,"On which date did the Governor announce that public and private schools in Massachusetts must remain closed for in-person instruction until Monday, May 4 in order to prevent further spread of the coronavirus (COVID-19)?",March 25,1038973,0
text,In what year did Cambridge receive a State MVP grant?,2019,1166908,52
text,What is the projected increase in the average summer temperature of Cambridge by 2070?,6 to 10 degrees,1166908,10
text,During which period did the national debt of the US double from 35 percent of GDP to over 70 percent due to the Great Recession?,between 2008 and 2013,1038218,0
text,"In June 2018, how much U.S. debt was held by foreign investors?",about $6.2 trillion,1038218,2
text,"How much is the U.S. projected to spend on interest for the debt in 2018, and what percentage of the federal budget does this represent?","$316 billion, or almost 8  percent of the federal budget",1038218,1
text,When was the Waste Local Law 2020 adopted by the City of Cockburn council?,13 February 2020,1321440,6
text,What activity is correlated with parents having better relationships with their children and being more engaged in their children’s education?,religious services,1029321,0
text,What kind of couple are more likely to bear a child out of wedlock?,those who are “not at all religious”,1029321,3
text,How much income was generated from agricultural exports in the US during the first four months of 2021?,$59  billion,1158777,0
text,How many full time jobs were supported by U.S agricultural exports in 2019?,1.1 million,1158777,0
text,"What was the overall revenue contributed by agriculture, food, and related industries to the U.S. economy, in 2019? ",$1.109 trillion,1158777,0
text,What was the revenue growth rate experienced by Shopify in 2020?,86%,1313588,2
text,What was New Jersey's projected revenue decline for budget year 2021?,more than a $5  billion revenue decline,1313588,1
text,What was the percentage growth in Federal Information Security incidents from fiscal year 2009 through fiscal year 2015? ,157 percent,1016310,11
text,"Which act requires federal agencies in the executive branch to develop, document, and implement an information security program? ",The  Federal Information Security Modernization Act of 2014  (FISMA),1016310,7
text,"As of 2020, how many seasonal vacant homes are present in Oscoda County, Michigan?","5,028",1388460,13
text,"Which county was considered the second most expensive vacation home county, in 2020?","Dukes County, Massachusetts",1388460,13
text,What was the percentage increase in vacation home sales in 2020?,16.4%,1388460,2
text,What was the decline in electricity demand in the U.S. from 2010 to 2020?,almost 6 percent,1259787,1
text,"What was the percentage increase in electric transmission spending across America over six years, as per the Financial Review of EEI 2019?",42  percent,1259787,1
text,How much does the Industrial Energy Consumers of America acquire in annual sales?,$1.1 trillion,1259787,4
text,How does the Digital News Report of the Reuters Institute collect information to publish its findings?,a com- bination of online surveys and face-to-face focus groups,1066320,7
text,What proportion of total news consumption was estimated to occur through mobile news and social media apps rather than browsers in 2018?,41-56%,1066320,0
text,"In 2017, what percentage of US adults accessed news on a mobile device at least once?",85%,1066320,1
text,"In April 2021, what was the unemployment rate in the Treasure Coast Region?",4.8 percent,1396830,10
text,How many non-agricultural jobs were added in the Treasure Coast Region from April 2020 to April 2021?,"98,300",1396830,10
text,"What was the percentage of unemployment in the Treasure Coast Region, Florida in 2020?",14.5 percent,1396830,10
text,What does 2004 Family Code of Mozambique’s Constitution guarantee?,"equality in property and  family law, including sharing of assets within marriage",1317209,2
text,Who was Senior Research Manager of Gallup Pakistan in 2019?,Mohsina Ahmed,1317209,0
text,What ratio of girls in sub-Saharan Africa completed primary school by 2011?,two-thirds,1317209,1
text,Why do road traffic injuries receive less media attention?,"First, it is because the  number of fatalities and injuries in each road crash is usually low and second, they  occur so frequently that they are not newsworthy.",1331183,0
text,What is the relation of VSL and VSI with GDP per capita?,the relationships VSL = 70 x (GDP per capita) and VSI = 17 x (GDP per  capita),1331183,2
text,"From 2021-2030, what estimated percentage of the overall GDP is Malaysia predicted to invest annually in road infrastructure improvement?",0.1% of GDP,1331183,1
text,What are the five key value indicators of J&J?,"Quality,  compliance and effectiveness, ii) Financial performance and total cost, iii) Innovation, iv) Supplier satisfaction,  v) customer satisfaction",1192656,10
text,What year did GSK start incorporating a non-linear mixed integer programming model?,2009,1192656,10
text,How many countries participated in the inaugural World Hepatitis Summit of 2015?,84,1326681,11
text,When did WHO launched a new Injection Safety Programme?,February 2015,1326681,9
text,"What is the rank of hepatitis as a cause of death globally, and how many deaths does it cause annually?","seventh leading cause of  death globally, accounting for 1.4 million deaths  per year",1326681,4
text,What causes higher volatility in the financial markets of Italy?,An intensification of geopolitical tensions or greater  uncertainty surrounding the future course of international economic policies,1262031,4
text,How much was the stock of bad loans in Italy at November 2015?,88.8 bln €,1262031,2
text,What was the percentage increase in Italian GDP by the conclusion of 2014?,0.4 per cent,1262031,0
text,Which countries are included in BRIC?,"Brazil, Russia, India and  China",1026220,1
text,What are the four basic factors that are used to compare different companies?,"innovation, customer experience, quality  and cost",1026220,3
text,How much higher was the average annual sales growth of BICCs in 2015 compared to other companies in their respective industries?,approximately 50% higher,1026220,2
text,What is the only way to degrade fibre?,anaerobic bacteria in the large intestine,1086222,13
text,What is the recommended exercise routine for people belonging to age group 18 to 65?,at least 30  minutes of moderate intensity cardiovascular exercise five days a week,1086222,15
text,What is Union Church of Pocantico Hills known for?,rich worship services and music program,1384475,0
text,"In 2021, how much was the Union Church of Pocantico Hills given from Paycheck Protection Program?","$40,250",1384475,6
text,How old is the Union Church of Pocantico Hills?,100-year-old,1384475,0
text,What is an average score in the SUS questionnaire?,68,1086404,88
text,Where is the Nursing Home Griesfeld located?,Egna (Italy),1086404,26
text,"Which department is responsible for the full psychiatric care of the regions Innsbruck-Land and Schwaz as well as supraregional for the areas geriatric psychiatric, Forensic and Social Psychiatry?",Department of Psychiatry and Psychotherapy A at the Regional Hospital Hall in Tyrol,1086404,24
text,"In 2016, what was the federal poverty threshold for a family of four?","$24,230",1391979,33
text,How many King County residents died by firearms from 2012 to 2016?,747,1391979,3
text,What was the baseline rate of firearm homicides in King County in 2016?,2000 rates,1391979,3
text,What is the contribution of damaged peatlands towards anthropogenic carbon dioxide emissions?,5.6%,1161168,20
text,What was the global average atmospheric carbon dioxide concentration in 2019?,409.8 ppm,1161168,7
text,What was the net loss of Alithya for FY21?,$17.3 million,1286502,17
text,"For the year ending March 31, 2021, what would be the consolidated percentage increase for Alithiya Group Inc?",7.7%,1286502,8
text,"How much did Alithya Group see in revenue for the three months ending March 31, 2021?",$78.0 million,1286502,10
text,"What was the estimated cost of damages incurred by the hailstorm of May 8, 2017 in Denver?",$2.3 billion,1170211,1
text,In what channel is the Dredge Carolina cutterhead lowered?,Freeport Harbor  Channel,1170211,0
text,"In 2001, what percentage of strokes were caused by brain clots?",80  percent,1170211,0
text,What was the annual natural gas consumption of the residential sector in Northbrook in 2018?,21 million therms,1098458,44
text,"In 2021, what will be in the final product of the Climate Action Plan?",a  document and implementation matrix with detailed actions organized by strategy,1098458,26
text,What was the most common method of travel for workers in Northbrook in 2017?,Drove Alone,1098458,58
text,When was AGMAN founded?,2013,1012538,1
text,How many diabetes patients are projected worldwide by the 2030s?,552 million,1012538,5
text,"Between June and August 2020, what was the total retail electricity sales across all sectors in the USA? ","1,055 billion kWh",1035714,1
text,How much has NYISO been able to reduce emissions and cut carbon emissions? ,52%,1035714,2
text,"In the residential sector of the U.S., what was the decline rate for energy consumption between 2019 and 2020?",4%,1035714,1
text,What is the biggest impact on happiness? ,quality of social support,1114199,6
text,"In 2000, what percentage of the world's population were Europeans?",12%,1114199,7
text,What was the GDP growth target of China for 2021?,above 6%,1390525,10
text,What was the fine for false advertisement for China-based companies?,"50,000 RMB (appr. 7,750 USD)",1390525,12
text,"During the covid period, what were the major disruptions in rural areas and healthcare that negatively impacted company earnings in India?",premature end of lockdowns in an ill-prepared system,1390525,3
text,Why did the Avianca Brasil airline cease its operations?,financial insolvency,1201891,21
text,Why do major Brazilian airlines keep spare aircrafts readily available?,cover contingency situations  during the day. The main reason is due to the costs related to customer compensations and  regulations in the country,1201891,32
text,Which country has the largest emitter?,Iran,1381956,4
text,Which African country ranks for having the fourth largest non-G20 emitter of fossil CO2?,Morocco,1381956,2
text,"As of May 2019, what was the capacity of installed renewable energy in Iran?",720 MW,1381956,4
text,"By 2030, what is the European Union's target for the consumption of energy produced from renewable resources?",27%,1364267,3
text,What is the goal of the CARISMA project?,to understand costs and benefits as well as economy-wide implications of the introduction or expansion of climate change mitigation technologies (CCMT) in the European Union,1364267,2
text,What does the Australian Went Worth group do?,provide workable solutions to the key Australian environmental  issues of land and water management,1230070,2
text,What are the goals of Tarkine National Coalition (TNC)?,to  protect the natural environment of the Northwest of Tasmania and the Tarkine,1230070,3
text,  What year has introduced a ban for oil in heating by Flemish government?,2021,1150801,13
text,"Instead of a heat pump for a water-based heating system, what is the other renewable alternative for nations with limited heating demand?",air-air heat pumps combined with solar thermal for hot water,1150801,9
text,What is an important step to strengthen multiyear fiscal discipline and ensure debt sustainability?,Responsibility and Debt Management Act (FRDMA),1268832,17
text,What are the requirements in Banking Law that are insufficient in some areas?,a bank is only required to take reasonable efforts to identify the  individual on whose behalf a customer is acting,1268832,20
text,"In FY20, what was the estimated decline rate in the GDP of Marshall Islands?",3.3 percent,1268832,2
text,What is the most important factor for millennials in choosing a holiday destination?,‘Instagrammability’,1109169,7
text,What are the reasons why older millennials spend the most on vacations compared to other generations?,This generation is currently entering in their peak  earning years and earning more affluence at unprecedented rates,1109169,11
text,"In 2016, which nations had the fastest growth as luxury destinations?",Kenya and Iceland,1109169,8
text,What can be done to limit the impact of climate change?,reductions in greenhouse gas (GHG) emissions,1267098,14
text,Why is low-carbon energy advantageous?,they can be formulated as a ‘drop in’ fuel and used in existing equipment with  little modification,1267098,31
text,What is the largest energy source of the Pacific Northwest?,hydropower,1267098,78
text,"How many COVID-19 cases were reported in Nevada on July 6, 2020?","22,909",1201175,3
text,Which diseases rank as leading causes of death in Nevada?,chronic diseases,1201175,0
text,What proportion of Nevada's population was Hispanic in 2017?,29.0%,1201175,0
text,"{""text"":[""What does the battery system consist of?"",""What does the battery system consist of?""]}","battery pack, the temperature control and the battery  management system",1373468,10
text,What are the most advanced lithium-based batteries on the market?,Lithium Sulfur (Li-S)     Lithium all solid state (ASS)     Lithium air (Li-Air)  NMC622 and NMC811,1373468,9
text,"Instead of lead-based batteries, what are the other alternative options suggested by EUROBAT?","nickel-based, lithi- um-based and sodium-based batteries",1373468,7
text,Which three members of IORA are projected to experience significant growth by the year 2030?,"India, Indonesia and Australia",1338399,3
text,What is the total length of the Mountain Valley Pipeline in the US?,303 miles,1132524,1
text,What is the projected climate impact of the Mountain Valley Pipeline?,"equivalent to about 23 typical coal plants, or more  than 19 million passenger vehicles",1132524,1
text,How many electric vehicles were registered in the TJPDC region in 2020?,509,1067991,7
text,What type of vehicle model is more expensive if purchased new?,electric vehicle models,1067991,19
text,When is the effective date for the implementation of the $88 highway user fee on fuel-efficient 4 and electric vehicles in Virginia?,"July 1, 2022",1067991,20
text,How long is the warranty if the registration for the Daikin Comfort Pro is completed within 60 days of installation?,12-Year,1159175,1
text,What type of compressor does the Daikin Heat Pump have compared to other units?,two-speed scroll compressor design  that has fewer moving parts and results  in lower energy use compared to units with  reciprocating compressors,1159175,3
text,What feature does Daikin have that keeps the system quieter as it switches into defrost mode?,specialized  time delay defrost technology,1159175,3
text,What percentage of people in the Philippines believe that immigrants have a positive impact on the country?,45%,1399720,6
text,How many countries are involved in the YouGov survey on December 2016?,19 countries,1399720,5
text,"Which country, overall, holds the strongest belief that globalization is a beneficial force?",Vietnam,1399720,6
text,What are the causes of the increased risks of doing business in the Russian Federation?,conflict in Ukraine and related events,1342176,11
text,What is the taxation system of the Russian Federation characterized by?,"frequent  changes in legislation, official pronouncements and court decisions, which are sometimes contradictory  and subject to varying interpretation by different tax authorities",1342176,49
text,What was the initial origin of what eventually became known as the Internet?,ARPANET,1164246,4
text,Which country has the largest tech companies in the world?,America,1164246,37
text,What are the four key principles for an AI to be called trustworthy?,"respect for human autonomy, the prevention of harm, fairness,  and explicability",1164246,55
text,What is it called when we are including some game elements in a non-game activity to make it more lively?,Gamiﬁcation,1255446,0
text,What are the two most common sets of wrist physiotherapy exercises?,(1) extension and ﬂexion and (2) ulnar and radial deviations,1255446,2
text,What percentage do PIK/Toggle and deferred interest bonds represent during the years 2006 to 2007?,10%,1010876,1
text,What is the approximate default rate for energy issuers?,20%,1010876,1
text,Where was the Blackstone Research GmbH established?,Saxony (Germany),1139035,3
text,Who is the Blackstone's Board group's president?,Ulrich Ernst,1139035,16
text,When was Blackstone Resources AG established?,1995,1139035,3
text,What is the main objective of the Support Vector Machine?,"to ﬁnd the optimal hyperplane and thereby maximizing the margin, which is the gap between support vectors and hy- perplanes",1374729,26
text,What table is used to describe the performance of a classification model on a set of test data?,confusion matrix,1374729,29
text,What kind of machines usually apply to regression and classification problems?,Support Vector Machines,1374729,26
text,"{""text"":[""What does Lorraine Wardy love partnering her new purse with?"",""query not realistic""]}",white linen,1292903,0
text,Who acknowledge the limitations of a simplistic view of the economy?,Marshall,1000367,2
text,What is the term used for the exploitation of renewable resources?,bioeconomics,1000367,2
text,What is Georgescu-Roegen’s view of sustainability of the economic process?,"is not about stabilizing the  ﬂ ows of goods and services produced and consumed in the economy, but about reprodu- cing the fund elements that are associated with the stabilization of the metabolized  ﬂ ows",1000367,5
text,How does the Game of Our Own programme aim to change perceptions among girls?,d e v e l o p  c h ara ct e r  e d u c a ti o n  in  g ir l s  thr o u gh  a  lif e -  s ki ll  a p pro a c h  t o  th e  d e l i v e ry  o f  f oo tb a ll  i n  c urr i c u l um  P E  l e ss on s,1409378,6
text,What measures has the Youth Sport Trust implemented to support staff wellbeing during the Coronavirus pandemic?,h a v e  r e g ul ar  c o m m un i ca ti on  m ee tin g s  w i t h  a ll  s ta ff  in cl u din g  w ee kl y  sta ff  b ri e fin gs,1409378,40
text,Where does the Youth Sport Trust in the UK get their funding?,S p o rt  E n g l an d,1409378,12
text,Which states used the direct entry or mail and direct entry options for the adult family survey in 2016/17?,"DE, KY, LA, MO, MS, NC, and NJ",1416287,8
text,Which organizations oversee the coordination of the National Core Indicators program?,National Association of State Directors of Developmental Disabilities Services (NASDDDS) and the Human Services Research Institute  (HSRI),1416287,6
text, How has the method for calculating the national core indicator’s average changed to better reflect the relative number of people receiving services in participating states systems?,"the NCI average was calculated as the simple arithmetic mean of all state means (an approach known as “average of  averages”). This year, the approach has been enhanced to take into account the relative numbers of people receiving services through  participating states’ systems. Beginning this year, the NCI averages contained in this report are “weighted” means.",1416287,9
text,Which large-scale commercial plants were established as a result of Martin Vydra's efforts in accessing various markets?,"China (zinc processing and coinage), Australia (HPAL), and in South  America (pressure oxidation of sulphide ores)",1416620,7
text,What areas of finance does Justin Cochrane specialize in?,"Mr.  Cochrane’s expertise is in the structuring, negotiation, execution and funding of royalty and stream financing  contracts around the world, across dozens of projects, totalling over $ 2 billion.",1416620,7
text,How does Nickel 28 Capital Corp. focus its business strategy in the battery metals industry?,"focus on metal streaming and royalty agreements, which  have concentrated exposure to metals integral to key technologies of the electric vehicle and energy storage  markets",1416620,0
text,"What is the purpose of determining the independent diagnostic value of CT emphysema, CT air trapping, and CT bronchial wall thickness in low-dose screening CT scans?","Since pulmonary function testing is not regularly incorporated in lung cancer screening, imaging biomarkers for COPD are likely to provide important surrogate measures for disease evaluation.",1423082,0
text,What CT biomarkers were automatically quantified in the CT scans for COPD diagnosis?,"Emphysema, air trapping and bronchial wall thickness",1423082,0
text,is ct or chest radiography more effective in screening for lung cancer,the National Lung Screening Trial (NLST) reported a 20% lung cancer mortality reduction in the CT arm compared to the chest radiography arm of the screening trial,1423082,1
text,what is a likely cause of phenotypes of charcot marie tooth disease?,"myelin protein zero  (MPZ, P0) gene mutations",1428058,16
text,What is hereditary motor and sensory neuropathy commonly referred to as?,Charcot-Marie-Tooth (CMT) disease,1428058,5
text,What are the primary genetic defects associated with hereditary motor and sensory neuropathy types I and II?,"The most common is duplication or deletion of the PMP 22 gene at  chromosome 17, which results in the either the phenotype CMT 1A or HNPP  (hereditary neuropathy with liability to pressure palsies). The second most common  is the mutation of the gene for connexin 32, which is responsible for the phenotype  CMTX. Less common are mutations of MPZ gene resulting in a variety of  phenotypes, including Dejerine-Sottas syndrome.",1428058,5
text,What measures did Vietnam implement to combat covid?,"The government moved  swiftly to implement border closures, extensive contact tracing,  targeted lockdowns, and a strict quarantine protocol.",1441367,0
text,when was the first documented case of covid 19 in vietnam,"January 22, 2020",1441367,0
text,"How did Vietnam's per-capita GDP in 2019 compare to that of other emerging economies such as Indonesia, Thailand, South Africa, and Brazil?",was less than,1441367,2
text,Why is URW a high risk?,"because of its assets and gearing, a function not only of COVID but  a Supervisory Board comprehensively outwitted by the Lowy family on the Westfield  acquisition.  Consequently, it represents an ongoing trading opportunity against this backdrop  of a large value gap",1442731,1
text,What is the gross Singapore petrol refiner margin?,The difference between the price of Tapis crude oil and petrol from Singapore refineries,1445507,2
text,What factors can push prices of crude oil and petroleum products upward in the worldwide marketplace?,any disruption to supply – or even the threat of disruption – can push prices upward,1445507,1
text,What is the standard for commercially traded unleaded petrol of Australian grade?,MOPS95,1445507,17
text,What were the conditions that led to the high water levels of Lake Ontario in 2017?,"extreme wet  weather in the Lake Ontario basin, record inflows from Lake Erie, and reduced outflow capacity  due to downstream flooding on the St. Lawrence and Ottawa rivers",1452082,4
text,how did the city of toronto respond to the affects of the flood conditions in 2017?,"deployed over 45,000 sandbags, 1000 meter bags, and over a  dozen industrial pumps to mitigate the effects of the rising water",1452082,3
text,Who conducted the Secretarial Audit to assess compliance with statutory provisions and adherence to good corporate practices by Winmore Leasing and Holdings Limited for the financial year ending in March 2018?,Shailesh A. Kachalia,1456765,17
text,"In 2017/18, what were the two segments of the Winmore Leasing and Holding Limited's business activity?",Leasing and Investments,1456765,7
text,What is the cause of the decline in revenue from operations of the Winmore Leasing and Holding Limited in 2018?,absence of sale of  traded goods,1456765,7
text,What do the greenways serve as on an ecological standpoint? ,"These greenways  serve as habitat protection, flood hazard reduction, and historical education points.",1459957,13
text,how can public investment projects like the addition of greenways affect the residents of that city,alter other demographic factors including increasing adjacent rental rates  and changing neighborhood racial and income composition to be whiter and wealthier,1459957,1
text,What are the four main characteristics that define greenways?,"spatial configuration is  always linear; they provide linkage across the larger landscape; they encompass multifunctional  cultural, ecological, social, and aesthetic goals; and they work towards both economic and  environmental sustainable development",1459957,10
text,How do perceptions of capability influence the success of girls?,"If girls do not believe they are capable, they are unlikely to succeed.",1460829,6
text,when is the best time to encourage girls to pursue a career in stem?,before high school,1460829,6
text,What happened when Medicare inpatient prospective payment system was created in 1983 for small rural hospitals?,large Medicare losses and increased financial distress,1462007,8
text,What can rural hospitals do to generate cash flow to meet their operational needs?,the increased Medicaid  eligibility and enrollment under the Patient Protection and Affordable Care  Act,1462007,29
text,Which region did the Government Accountability Office reveal as having a disproportionate number of rural hospital closures?,the South,1462007,1
text,"What is the primary contribution of the paper ""Botnets dominate today’s attack landscape"" by Z. Li, A. Goyal, Y. Chen, and V. Paxson?","the development of a set of techniques for analyzing botnet events, most of which do not require the use of responders",1464850,0
text,What is the primary cause of misconfiguration at large-scale botnet probing events?,P2P trafﬁc,1464850,2
text,What is the primary aim of the International Youth to Youth Summit?,provide a platform for youth as future leaders of the world that allows  engaging in the discussion regarding the most pressing challenges that the world is facing,1465272,1
text,What is the purpose of the Y2Y Alumni Network?,"a space for strengthening  unity between youth from diferent continents of the world, as well as bridging the gap among  the countries",1465272,2
text,what is the age demographic of individuals invited to the youth to youth international summit in dubai,between  18 and 35 years old,1465272,1
text," What is the approximate increase in the weekly vaccine roll-out due to the additional doses provided by 2,000 pharmacies?","193,500  doses",1475216,14
text,How was the Larson Air Force Base repurposed?,now  a world-class heavy  jet  training and testing  facility,1476497,47
text,"What is the purpose of the ""A Night in a Box"" event in Grant County?",raise funds for a future warming center,1476497,4
text,Who are the primary customers served by Bank of America?,"serving individual consumers, small and middle-market businesses  and large corporations",1487957,25
text,"What responsibilities do bank affiliates have regarding securities sold, offered, or recommended by broker-dealers?",not responsible,1487957,27
text,Which regions were compared to assess rates of intussusception admission before and after the RV vaccine program introduction?,"BC, Saskatchewan, Ontario, PEI, Yukon included as P/Ts with program",1488545,15
text,What organizations funded the RV immunization program?,Public Health Ontario (PHO) and the  Canadian Immunization Research Network (CIRN),1488545,1
text,what part of the body does rotavirus affect,gastrointestinal,1488545,2
text,What action should policymakers take to address shortages?,incentivise a strong uptake of apprenticeshgips and  traineeships,1489127,8
text,What are some things the McKell Institute recommended for making early childhood care more accessible?,"The Federal Government should allocate $48.5m to increase the amount of in-home care (IHC)  places available to 8,500 to cover all shift workers with children who have the most complex needs.",1489127,5
text,What are some of the symptoms of anaphylaxis? ,difficulty breathing or noisy breathing  • swelling of the tongue  • swelling/tightness in the throat    • difficulty talking and/or a hoarse voice  • wheezing or persistent coughing  • loss of consciousness and/or collapse  • young children may appear pale and floppy,1489509,2
text,"What is the purpose of the Universal Description, Discovery, and Integration standard?",allows services to be speciﬁed and searched for by means of business categories and service types,1493562,1
text,What was the general theme of the abstract of Dominik Kuropka’s writings?,"intro- duces a semantic service platform that implements dynamic matchmaking, composition and binding of semantically de- scribed services",1493562,0
text,What crucial information does the IAEA lack regarding Iran's nuclear activities?,"the actual design or  manufacture by Iran of nuclear material components of a nuclear weapon or of certain  other key components, such as initiators, or on related nuclear physics studies",1496713,31
text,What is the likelihood that Iran has the ability to eventually develop nuclear weapons?,"We assess  with high confidence that Iran has the  scientific,  technical  and industrial capacity eventually to  produce nuclear  weapons.",1496713,5
text,What traditional dilemma involves balancing safety and efficiency in traffic management?,Safety versus efficiency,1500797,10
text,what us the purpose of safe system assessments?,"  They identify the aspects of a facility that  affect the exposure to, likelihood of, and severity of different types of crashes.",1500797,8
text,What steps did Nevada Institute for Children's Research staff take to identify perceived barriers to enrollment in the Care4life program?,partner with two community partners  to hold focus groups to determine reasons individuals did not enroll into the Care4life program,1500961,23
text,What was the focus of the outreach protocols for increasing smoke-free options within properties?,"emphasized the importance of speaking with the property manager at each  location, if possible. This helped to ensure that the information was provided to the person who would  potentially have the most power to make decisions regarding the implementation of smoke-free policies",1500961,13
